"date","ID","IRMS","IRMS_se","IRMS_syn","IRMS_se_syn","R13C","R13C_se","R13C_rse","R13C_syn","R13C_se_syn","R13C_rse_syn","sample_STD.ratio","sample_STD.ratio.err.prop","sample_STD.ratio.RSE"
"24/07/2019","MEP",-43.679,0.034908,-30.017,0.01569,0.0101509840739133,1.22663915107185e-05,1.20839432131921,0.0103035858854587,1.77683377223707e-05,1.72448096419004,-14.8105536501419,0.529191852426878,0.035730727218412
"25/07/2019","MEP",-43.679,0.034908,-30.017,0.01569,0.0101623021249,1.27994343891404e-05,1.25950146254546,0.0103215665728107,1.84813770692667e-05,1.7905593050139,-15.4302592331546,0.550259209163947,0.0356610476110227
"26/07/2019","MEP",-43.679,0.034908,-30.017,0.01569,0.0101709989644684,1.34984938184874e-05,1.32715516594223,0.0103040402236298,1.7637854949399e-05,1.71174166313432,-12.9115624817057,0.543309658239424,0.0420793113931205
"24/07/2019","MVA",-24.675,0.046263,-30.017,0.01569,0.010343028928251,2.28421781655594e-05,2.20846120841528,0.0103035858854587,1.77683377223707e-05,1.72448096419004,3.82808890329422,0.701153198052183,0.183160113509593
"25/07/2019","MVA",-24.675,0.046263,-30.017,0.01569,0.010361301569309,2.38869915050446e-05,2.30540452328882,0.0103215665728107,1.84813770692667e-05,1.7905593050139,3.84970597418399,0.730470166588145,0.189747001845506
"26/07/2019","MVA",-24.675,0.046263,-30.017,0.01569,0.010365594003056,2.30049297225378e-05,2.21935469552014,0.0103040402236298,1.7637854949399e-05,1.71174166313432,5.97375185755045,0.701773777259609,0.11747621829531
